Concurso,Data_Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Arrecada=C3=A7=C3=A3o_Total,Ganhadores_15_N=C3=BAmeros,Cidade,Ganhadores_14_N=C3=BAmeros,Ganhadores_13_N=C3=BAmeros,Ganhadores_12_N=C3=BAmeros,Ganhadores_11_N=C3=BAmeros,Valor_Rateio_15_N=C3=BAmeros,Valor_Rateio_14_N=C3=BAmeros,Valor_Rateio_13_N=C3=BAmeros,Valor_Rateio_12_N=C3=BAmeros,Valor_Rateio_11_N=C3=BAmeros,Acumulado_15_N=C3=BAmeros,Estimativa_Pr=C3=AAmio,Valor_Acumulado_Especial
2381,25/11/2021,1.0,2.0,5.0,008=,9.0,10.0,11.0,14.0,15.0,18.0,19.0,20.0,23.0,24.0,025,"R$15.344.= 097,50",4.0,GOVERNADOR VALADARESMG LONDRINAPR VISTA ALEGRERS PAULINIASP,GOVERNADOR VALADARES,MG,LONDRINA,PR,VISTA ALEGRE,RS,PAULINIA,SP,438,10720,110390,562057
2382,26/11/2021,1.0,2.0,3.0,004=,5.0,6.0,7.0,9.0,10.0,11.0,14.0,15.0,19.0,21.0,024,"R$17.751.= 385,00",0.0,,243,8624,134132,617284,"R$0= ,00","R$1.632,69","R$25,00","R$10,00","R$5,00","R$3.500.000,00","R$24.944.319,55",
2383,27/11/2021,1.0,2.0,3.0,007=,9.0,11.0,12.0,13.0,14.0,15.0,16.0,18.0,20.0,22.0,024,"R$21.254.= 162,50",3.0,TIMOTEOMG ANANINDEUAPA LONDRINAPR,TIMOTEO,MG,ANANINDEUA,PA,LONDRINA,PR,533,13760,140792,721861,"R$= 998.827,83","R$939,62"
2384,29/11/2021,1.0,3.0,4.0,005=,7.0,9.0,10.0,11.0,13.0,15.0,16.0,18.0,20.0,22.0,024,"R$16.992.= 375,00",38.0,CANAL ELETRONICO-- AGUA BRANCAAL SALVADORBA SAUBARABA FORTALEZACE BRASILIADF AFONSO CLAUDIOES ANAPOLISGO FORMOSAGO ITAPIRAPUAGO CENTRO DO GUILHERMEMA BOA ESPERANCAMG CONGONHASMG GUARABIRAPB JABOATAO DOS GUARARAPESPE SAO CAITANOPE VITORIA DE SANTO ANTAOPE COLOMBOPR MARMELEIROPR RIO DE JANEIRORJ PELOTASRS PORTO UNIAOSC PROPRIASE ARARAQUARASP ATIBAIASP BOTUCATUSP DUMONTSP FRANCO DA ROCHASP PORTO FERREIRASP POTIMSP,CANAL ELETRONICO,--,AGUA BRANCA,AL,SALVADOR,BA,SAUBARA,BA,FORTALEZA,CE,BRASILIA,DF
2385,30/11/2021,1.0,2.0,3.0,005=,10.0,11.0,12.0,13.0,16.0,17.0,18.0,21.0,22.0,23.0,024,"R$15.768.= 657,50",0.0,,167,6865,86537,525051,"R$0,= 00","R$1.729,26","R$25,00","R$10,00","R$5,00","R$3.500.000,00","R$25.883.989,46",
2386,01/12/2021,2.0,3.0,6.0,007=,8.0,10.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,23.0,024,"R$26.826.= 685,00",6.0,CANAL ELETRONICO-- BRASILIADF TEOFILO OTONIMG MATAOSP SAO JOSE DOS CAMPOSSP SAO PAULOSP,CANAL ELETRONICO,--,BRASILIA,DF,TEOFILO OTONI,MG,MATAO,SP,SAO JOSE DOS CAMPOS,SP,SAO PAULO,SP
2387,02/12/2021,2.0,4.0,5.0,008=,9.0,10.0,12.0,16.0,17.0,19.0,20.0,21.0,22.0,24.0,025,"R$17.065.= 600,00",3.0,CANAL ELETRONICO-- CAMPOS NOVOS PAULISTASP,CANAL ELETRONICO,--,CAMPOS NOVOS PAULISTA,SP,217,8666,108518,588111,"R$4= 56.503,28","R$1.890,42","R$25,00","R$10,00"
2388,03/12/2021,3.0,4.0,5.0,007=,8.0,9.0,10.0,12.0,13.0,15.0,16.0,17.0,19.0,23.0,025,"R$19.566.= 755,00",4.0,BRASILIADF GLAUCILANDIAMG SANTO ANGELORS SAO PAULOSP,BRASILIA,DF,GLAUCILANDIA,MG,SANTO ANGELO,RS,SAO PAULO,SP,385,13756,157594,780822
2389,04/12/2021,4.0,5.0,6.0,008=,9.0,10.0,11.0,12.0,18.0,19.0,21.0,22.0,23.0,24.0,025,"R$16.771.= 315,00",0.0,,234,7769,95175,544549,"R$0,= 00","R$1.889,80","R$25,00","R$10,00","R$5,00","R$6.000.000,00","R$27.375.040,31",
2390,06/12/2021,1.0,2.0,3.0,004=,5.0,6.0,10.0,11.0,15.0,19.0,20.0,21.0,22.0,23.0,024,"R$35.058.= 130,00",8.0,CANAL ELETRONICO-- BRASILIADF VIANOPOLISGO CONTAGEMMG MARINGAPR CANDIOTARS BLUMENAUSC,CANAL ELETRONICO,--,BRASILIA,DF,VIANOPOLIS,GO,CONTAGEM,MG,MARINGA,PR,CANDIOTA,RS
2391,07/12/2021,3.0,4.0,5.0,006=,8.0,9.0,11.0,12.0,14.0,18.0,19.0,21.0,22.0,24.0,025,"R$17.341.= 717,50",1.0,CANARANAMT,CANARANA,MT,382,14915,118906,591334,"R$= 1.301.578,81","R$1.020,61","R$25,00","R$10,00","R$5= ,00","R$0,00"
2392,08/12/2021,1.0,2.0,5.0,006=,8.0,11.0,12.0,13.0,16.0,17.0,18.0,22.0,23.0,24.0,025,"R$16.618.= 150,00",0.0,,235,7972,102625,547456,"R$0= ,00","R$1.792,96","R$25,00","R$10,00","R$5,00","R$3.600.000,00","R$28.770.141,94",
2393,09/12/2021,2.0,3.0,5.0,010=,11.0,12.0,15.0,16.0,17.0,19.0,20.0,21.0,22.0,23.0,025,"R$23.889.= 122,50",0.0,,318,12929,165667,903117,"R$= 0,00","R$1.578,17","R$25,00","R$10,00","R$5,00","R$3.082.091,20","R$6.000.000,00","R$29.175.489,68"
2394,10/12/2021,1.0,4.0,6.0,007=,9.0,10.0,12.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,025,"R$32.430.= 832,50",4.0,BRASILIADF DIVINOPOLISMG UBERLANDIAMG ATIBAIASP,BRASILIA,DF,DIVINOPOLIS,MG,UBERLANDIA,MG,ATIBAIA,SP,359,13236,187307,1050973
2395,11/12/2021,1.0,2.0,5.0,006=,7.0,10.0,13.0,14.0,15.0,17.0,18.0,19.0,20.0,23.0,025,"R$16.004.= 087,50",2.0,NOVO HAMBURGORS SAO PAULOSP,NOVO HAMBURGO,RS,SAO PAULO,SP,279,7952,98698,569559,"R$63= 0.210,73","R$1.353,21","R$25,00","R$10,00"
2396,13/12/2021,1.0,3.0,4.0,007=,10.0,12.0,13.0,16.0,17.0,18.0,20.0,22.0,23.0,24.0,025,"R$17.576.= 640,00",4.0,CUPIRAPE IVATEPR RIO DE JANEIRORJ OSASCOSP,CUPIRA,PE,IVATE,PR,RIO DE JANEIRO,RJ,OSASCO,SP,357,11161,126340,641763
2397,14/12/2021,2.0,4.0,6.0,007=,9.0,10.0,13.0,14.0,15.0,17.0,18.0,20.0,21.0,22.0,025,"R$16.618.= 585,00",1.0,GUARAPARIES,GUARAPARI,ES,272,8977,102720,558825,"R$1= .370.748,46","R$1.509,53","R$25,00","R$10,00","R$5,= 00","R$0,00"
2398,15/12/2021,2.0,3.0,4.0,005=,6.0,9.0,10.0,12.0,13.0,14.0,15.0,20.0,22.0,23.0,025,"R$17.812.= 707,50",0.0,,212,9501,117294,682908,"R$0= ,00","R$1.776,34","R$25,00","R$10,00","R$5,00","R$3.500.000,00","R$31.110.384,74",
2399,16/12/2021,1.0,2.0,4.0,005=,7.0,9.0,12.0,14.0,15.0,16.0,17.0,19.0,20.0,21.0,025,"R$23.640.= 602,50",0.0,,368,13926,155415,801864,"R$= 0,00","R$1.531,94","R$25,00","R$10,00","R$5,00","R$5.439.823,25","R$8.500.000,00","R$31.565.725,77"
2400,17/12/2021,2.0,3.0,5.0,009=,10.0,11.0,12.0,13.0,14.0,15.0,16.0,20.0,21.0,23.0,025,"R$40.416.= 840,00",3.0,BRASILIADF MARILIASP SALTOSP,BRASILIA,DF,MARILIA,SP,SALTO,SP,575,22687,295160,1523910,"R= $2.885.513,44","R$1.442,97"
2401,18/12/2021,1.0,4.0,5.0,006=,7.0,9.0,10.0,11.0,12.0,15.0,16.0,19.0,20.0,22.0,023,"R$16.341.= 365,00",4.0,URUPARO ARACAJUSE SAO PAULOSP,URUPA,RO,ARACAJU,SE,SAO PAULO,SP,269,7943,93263,529601,"R$35= 8.567,73","R$1.597,10"
2402,20/12/2021,1.0,2.0,3.0,004=,5.0,6.0,9.0,10.0,11.0,13.0,14.0,18.0,20.0,23.0,025,"R$18.576.= 502,50",3.0,SERRAES CARAZINHORS CACHOEIRA PAULISTASP,SERRA,ES,CARAZINHO,RS,CACHOEIRA PAULISTA,SP,321,13409,144941,741668,"R$= 370.337,82","R$1.036,73"
2403,21/12/2021,1.0,4.0,5.0,008=,10.0,12.0,16.0,17.0,18.0,19.0,20.0,21.0,23.0,24.0,025,"R$16.928.= 290,00",1.0,SANTA CRUZ DAS PALMEIRASSP,SANTA CRUZ DAS PALMEIRAS,SP,192,7725,103208,569670,"R$1= .416.948,68","R$1.547,41","R$25,00","R$10,00","R$5,= 00","R$0,00"
2404,22/12/2021,1.0,2.0,3.0,004=,5.0,7.0,10.0,11.0,12.0,14.0,15.0,22.0,23.0,24.0,025,"R$18.517.= 447,50",1.0,TABOAO DA SERRASP,TABOAO DA SERRA,SP,326,16780,121540,686509,"R$= 1.284.582,93","R$1.180,31","R$25,00","R$10,00","R$5= ,00","R$846.260,64"
2405,23/12/2021,2.0,3.0,4.0,005=,6.0,7.0,8.0,9.0,11.0,15.0,17.0,18.0,19.0,21.0,023,"R$18.184.= 337,50",1.0,BRASILIADF,BRASILIA,DF,222,10236,122314,630137,"R$= 1.411.882,42","R$1.333,51","R$25,00","R$10,00","R$5= ,00","R$0,00"
2406,24/12/2021,1.0,2.0,3.0,005=,6.0,8.0,10.0,12.0,15.0,17.0,20.0,21.0,23.0,24.0,025,"R$14.594.= 650,00",3.0,ARAPIRACAAL AMPAROSP BOITUVASP,ARAPIRACA,AL,AMPARO,SP,BOITUVA,SP,441,13049,124664,571694,"R$= 274.207,82","R$558,74"
2407,27/12/2021,1.0,2.0,3.0,004=,6.0,8.0,9.0,11.0,12.0,17.0,18.0,19.0,20.0,23.0,024,"R$18.962.= 555,00",1.0,VARJAOGO,VARJAO,GO,194,8030,108033,623887,"R$1= .657.772,62","R$1.791,74","R$25,00","R$10,00","R$5,= 00","R$0,00"
2408,28/12/2021,1.0,3.0,4.0,006=,8.0,9.0,10.0,11.0,12.0,13.0,16.0,19.0,21.0,22.0,023,"R$17.217.= 650,00",4.0,CANAL ELETRONICO-- IBIRAPITANGABA RIO DE JANEIRORJ,CANAL ELETRONICO,--,IBIRAPITANGA,BA,RIO DE JANEIRO,RJ,240,8127,105829,558875,"R$3= 69.769,22","R$1.846,00"
2409,29/12/2021,1.0,2.0,5.0,006=,7.0,8.0,9.0,10.0,12.0,16.0,19.0,20.0,21.0,22.0,025,"R$18.699.= 027,50",3.0,CANAL ELETRONICO-- VESPASIANOMG SAO PAULOSP,CANAL ELETRONICO,--,VESPASIANO,MG,SAO PAULO,SP,222,8644,103511,596588,"R$5= 60.131,74","R$1.587,12"
2410,30/12/2021,1.0,2.0,3.0,004=,7.0,9.0,10.0,13.0,14.0,16.0,17.0,19.0,20.0,22.0,023,"R$26.374.= 075,00",3.0,BRASILIADF AMERICANASP SANTO ANDRESP,BRASILIA,DF,AMERICANA,SP,SANTO ANDRE,SP,468,15693,180698,938136,"R$= 1.424.466,90","R$1.261,99"
2411,31/12/2021,1.0,2.0,3.0,004=,5.0,7.0,8.0,9.0,10.0,12.0,13.0,14.0,17.0,19.0,024,"R$15.070.= 860,00",7.0,CANAL ELETRONICO-- MARACASBA FERROSMG ORLEANSSC LARANJAL PAULISTASP SAO PAULOSP,CANAL ELETRONICO,--,MARACAS,BA,FERROS,MG,ORLEANS,SC,LARANJAL PAULISTA,SP,SAO PAULO,SP
2412,03/01/2022,1.0,4.0,6.0,007=,8.0,9.0,11.0,13.0,14.0,15.0,17.0,18.0,19.0,21.0,024,"R$19.016.= 535,00",3.0,CANAL ELETRONICO-- BRASILIADF BELO HORIZONTEMG,CANAL ELETRONICO,--,BRASILIA,DF,BELO HORIZONTE,MG,301,9466,111929,615719,"R$5= 51.054,56","R$1.645,14"
2413,04/01/2022,1.0,3.0,4.0,005=,6.0,7.0,8.0,9.0,12.0,15.0,16.0,18.0,20.0,21.0,025,"R$17.623.= 330,00",2.0,CUIABAMT GABRIEL MONTEIROSP,CUIABA,MT,GABRIEL MONTEIRO,SP,239,9664,111275,597439,"R$7= 15.702,58","R$1.793,98","R$25,00","R$10,00"
2414,05/01/2022,3.0,4.0,5.0,006=,7.0,8.0,9.0,10.0,11.0,13.0,16.0,17.0,19.0,21.0,024,"R$19.937.= 050,00",4.0,SALVADORBA IRATIPR OSORIORS SAO PAULOSP,SALVADOR,BA,IRATI,PR,OSORIO,RS,SAO PAULO,SP,230,9122,123064,706023
2415,06/01/2022,2.0,6.0,7.0,009=,10.0,11.0,12.0,13.0,14.0,19.0,20.0,21.0,22.0,23.0,025,"R$19.017.= 667,50",0.0,,177,8465,117741,670742,"R$0= ,00","R$1.800,16","R$25,00","R$10,00","R$5,00","R$4.000.000,00","R$37.372.625,13",
2416,07/01/2022,4.0,5.0,6.0,007=,11.0,13.0,14.0,15.0,16.0,17.0,18.0,20.0,21.0,22.0,025,"R$32.415.= 510,00",1.0,PIRACICABASP,PIRACICABA,SP,416,13870,177568,1035896,"R= $4.449.206,30","R$1.476,61","R$25,00","R$10,00","R$= 5,00","R$0,00"
2417,08/01/2022,1.0,4.0,6.0,007=,8.0,9.0,10.0,11.0,14.0,15.0,17.0,18.0,22.0,23.0,025,"R$17.388.= 342,50",1.0,CANAL ELETRONICO--,CANAL ELETRONICO,--,181,8726,91832,543215,"R$1.= 599.420,84","R$1.852,83","R$25,00","R$10,00","R$5,0= 0","R$0,00"
2418,10/01/2022,3.0,4.0,7.0,008=,11.0,12.0,13.0,14.0,16.0,17.0,18.0,19.0,20.0,23.0,024,"R$20.267.= 040,00",4.0,FORTALEZACE DIVINOPOLISMG RECIFEPE GUARUJASP,FORTALEZA,CE,DIVINOPOLIS,MG,RECIFE,PE,GUARUJA,SP,298,9798,132110,706493
2419,11/01/2022,2.0,3.0,5.0,006=,10.0,11.0,12.0,13.0,15.0,18.0,19.0,21.0,22.0,23.0,024,"R$18.191.= 365,00",0.0,,271,9977,120769,658921,"R$0= ,00","R$1.503,50","R$25,00","R$10,00","R$5,00","R$7.000.000,00","R$39.184.610,02",
2420,12/01/2022,1.0,3.0,5.0,009=,10.0,11.0,12.0,13.0,14.0,15.0,18.0,21.0,22.0,24.0,025,"R$38.952.= 572,50",2.0,SANTO ANDRESP SAO PAULOSP,SANTO ANDRE,SP,SAO PAULO,SP,653,21173,280672,1462963,"R= $3.416.783,38","R$1.241,28","R$25,00","R$10,00"
2421,13/01/2022,3.0,4.0,5.0,006=,7.0,10.0,13.0,14.0,16.0,17.0,19.0,20.0,21.0,22.0,024,"R$17.929.= 167,50",3.0,CANAL ELETRONICO-- COLATINAES RIBEIRAO PRETOSP,CANAL ELETRONICO,--,COLATINA,ES,RIBEIRAO PRETO,SP,272,9747,115870,604013,"R$4= 84.612,23","R$1.601,03"
2422,14/01/2022,1.0,2.0,3.0,004=,5.0,7.0,8.0,10.0,11.0,12.0,14.0,17.0,18.0,22.0,025,"R$20.945.= 720,00",1.0,BRASILIADF,BRASILIA,DF,371,12885,151549,793818,"R$= 1.420.596,85","R$1.146,96","R$25,00","R$10,00","R$5= ,00","R$0,00"
2423,15/01/2022,3.0,4.0,5.0,007=,8.0,9.0,10.0,11.0,15.0,16.0,17.0,18.0,19.0,20.0,024,"R$17.293.= 120,00",1.0,WANDERLANDIATO,WANDERLANDIA,TO,201,7170,98611,582562,"R$1.= 483.584,53","R$1.547,63","R$25,00","R$10,00","R$5,0= 0","R$0,00"
2424,17/01/2022,1.0,3.0,4.0,005=,6.0,9.0,10.0,11.0,14.0,15.0,16.0,20.0,22.0,23.0,025,"R$19.494.= 865,00",1.0,PAULA FREITASPR,PAULA FREITAS,PR,363,11783,136962,696227,"R$= 1.434.671,19","R$1.183,85","R$25,00","R$10,00","R$5= ,00","R$934.304,71"
2425,18/01/2022,1.0,3.0,4.0,005=,6.0,10.0,11.0,13.0,15.0,19.0,20.0,21.0,22.0,24.0,025,"R$17.520.= 230,00",1.0,CANAL ELETRONICO--,CANAL ELETRONICO,--,361,15094,156805,721372,"R$= 886.557,71","R$735,61","R$25,00","R$10,00","R$5,00<= /td>","R$0,00"
2426,19/01/2022,1.0,2.0,3.0,006=,7.0,8.0,9.0,11.0,13.0,19.0,20.0,21.0,22.0,23.0,024,"R$18.732.= 467,50",2.0,BOM JESUSPI ICARASC,BOM JESUS,PI,ICARA,SC,194,7719,107989,620066,"R$8= 13.170,54","R$1.757,77","R$25,00","R$10,00"
2427,20/01/2022,1.0,3.0,6.0,008=,11.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,024,"R$16.296.= 160,00",1.0,SAO PAULOSP,SAO PAULO,SP,154,5781,79475,514778,"R$1.= 541.229,64","R$2.098,45","R$25,00","R$10,00","R$5,0= 0","R$0,00"
2428,21/01/2022,2.0,5.0,6.0,007=,9.0,10.0,11.0,12.0,15.0,16.0,17.0,18.0,20.0,24.0,025,"R$19.352.= 725,00",0.0,,203,8805,116683,658965,"R$0= ,00","R$1.662,04","R$25,00","R$10,00","R$5,00","R$4.200.000,00","R$42.610.888,87",
2429,22/01/2022,1.0,4.0,5.0,006=,8.0,9.0,10.0,11.0,12.0,14.0,15.0,19.0,20.0,21.0,024,"R$24.906.= 127,50",2.0,ITAPECURU MIRIMMA SAO PAULOSP,ITAPECURU MIRIM,MA,SAO PAULO,SP,491,19301,164291,874675,"R$= 1.737.220,09","R$1.137,96","R$25,00","R$10,00"
2430,24/01/2022,1.0,4.0,5.0,007=,8.0,10.0,11.0,12.0,14.0,17.0,18.0,19.0,20.0,21.0,023,"R$31.134.= 155,00",7.0,MACEIOAL MACAPAAP SALVADORBA BARBACENAMG MONTES CLAROSMG FOZ DO IGUACUPR RIO DE JANEIRORJ,MACEIO,AL,MACAPA,AP,SALVADOR,BA,BARBACENA,MG,MONTES CLAROS,MG,FOZ DO IGUACU,PR
2431,25/01/2022,4.0,6.0,7.0,008=,9.0,10.0,11.0,12.0,13.0,14.0,17.0,18.0,19.0,22.0,025,"R$16.303.= 720,00",0.0,,177,7225,103900,566618,"R$0= ,00","R$1.550,06","R$25,00","R$10,00","R$5,00","R$3.500.000,00","R$43.933.866,33",
2432,26/01/2022,3.0,5.0,6.0,007=,8.0,9.0,11.0,12.0,13.0,14.0,15.0,19.0,20.0,21.0,025,"R$26.741.= 270,00",1.0,VITORIAES,VITORIA,ES,324,12565,170069,1001143,"R= $3.292.653,04","R$1.834,36","R$25,00","R$10,00","R$= 5,00","R$0,00"
2433,27/01/2022,1.0,3.0,4.0,005=,6.0,9.0,10.0,11.0,12.0,13.0,15.0,18.0,20.0,21.0,024,"R$16.508.= 080,00",4.0,GOIANIAGO ARACATUBASP SAO BERNARDO DO CAMPOSP SAO PAULOSP,GOIANIA,GO,ARACATUBA,SP,SAO BERNARDO DO CAMPO,SP,SAO PAULO,SP,348,12232,141301,676189
2434,28/01/2022,1.0,4.0,7.0,011=,13.0,14.0,16.0,17.0,19.0,20.0,21.0,22.0,23.0,24.0,025,"R$19.112.= 567,50",1.0,PIRAQUARAPR,PIRAQUARA,PR,561,9350,130426,644428,"R$1= .529.914,24","R$816,87","R$25,00","R$10,00","R$5,00=","R$921.788,26"
2435,29/01/2022,2.0,4.0,5.0,006=,7.0,10.0,11.0,12.0,13.0,15.0,16.0,19.0,20.0,21.0,022,"R$16.790.= 017,50",4.0,SALVADORBA FUNDAOES SANTO ANGELORS PROMISSAOSP,SALVADOR,BA,FUNDAO,ES,SANTO ANGELO,RS,PROMISSAO,SP,313,10316,110965,582552
2436,31/01/2022,2.0,3.0,4.0,006=,8.0,9.0,12.0,14.0,15.0,16.0,17.0,19.0,20.0,21.0,023,"R$18.929.= 690,00",1.0,RIO DE JANEIRORJ,RIO DE JANEIRO,RJ,348,10582,115383,588961,"R$= 1.667.790,65","R$1.435,54","R$25,00","R$10,00","R$5= ,00","R$0,00"
2437,01/02/2022,1.0,2.0,7.0,008=,9.0,10.0,11.0,13.0,14.0,15.0,17.0,18.0,20.0,21.0,025,"R$17.452.= 502,50",1.0,JACAREISP,JACAREI,SP,333,9455,117528,640872,"R$1= .280.145,86","R$1.151,51","R$25,00","R$10,00","R$5,= 00","R$0,00"
2438,02/02/2022,1.0,4.0,5.0,006=,8.0,11.0,12.0,13.0,14.0,16.0,18.0,19.0,22.0,23.0,024,"R$18.634.= 510,00",2.0,CAMACARIBA NATALRN,CAMACARI,BA,NATAL,RN,327,10900,119339,618764,"R$= 763.481,97","R$1.398,73","R$25,00","R$10,00"
2439,03/02/2022,2.0,5.0,7.0,008=,9.0,10.0,11.0,13.0,15.0,16.0,17.0,20.0,21.0,23.0,025,"R$17.775.= 740,00",5.0,GOVERNADOR VALADARESMG ANANINDEUAPA MARABAPA CURITIBAPR BOMBINHASSC,GOVERNADOR VALADARES,MG,ANANINDEUA,PA,MARABA,PA,CURITIBA,PR,BOMBINHAS,SC,747,18693
2440,04/02/2022,3.0,4.0,5.0,006=,8.0,9.0,11.0,14.0,16.0,18.0,20.0,21.0,22.0,24.0,025,"R$33.849.= 197,50",4.0,CANAL ELETRONICO-- FORTALEZACE GOIANIAGO SAO CAETANO DO SULSP,CANAL ELETRONICO,--,FORTALEZA,CE,GOIANIA,GO,SAO CAETANO DO SUL,SP,546,19303,219445,1168714
2441,05/02/2022,1.0,3.0,7.0,008=,9.0,10.0,11.0,13.0,15.0,18.0,20.0,21.0,22.0,24.0,025,"R$17.756.= 727,50",3.0,CANAL ELETRONICO-- RIBEIRAO CLAROPR,CANAL ELETRONICO,--,RIBEIRAO CLARO,PR,429,15124,157762,729639,"R$= 302.877,95","R$634,43","R$25,00","R$10,00"
2442,07/02/2022,1.0,6.0,7.0,010=,11.0,12.0,14.0,15.0,16.0,17.0,18.0,19.0,21.0,22.0,025,"R$20.460.= 990,00",2.0,LAGO DA PEDRAMA PRAIA GRANDESP,LAGO DA PEDRA,MA,PRAIA GRANDE,SP,155,6988,99228,625754,"R$99= 2.577,35","R$2.685,44","R$25,00","R$10,00"
2443,08/02/2022,2.0,3.0,5.0,006=,7.0,9.0,10.0,14.0,15.0,16.0,17.0,20.0,21.0,22.0,023,"R$17.969.= 797,50",3.0,NOVA OLIMPIAMT SAO JOSE DOS CAMPOSSP SAO PAULOSP,NOVA OLIMPIA,MT,SAO JOSE DOS CAMPOS,SP,SAO PAULO,SP,302,9487,104590,590583,"R$5= 14.133,36","R$1.529,83"
2444,09/02/2022,3.0,4.0,5.0,006=,8.0,9.0,10.0,11.0,12.0,14.0,16.0,17.0,18.0,19.0,025,"R$19.288.= 400,00",2.0,CANAL ELETRONICO-- PALMASTO,CANAL ELETRONICO,--,PALMAS,TO,266,9795,124144,664032,"R$7= 71.445,07","R$1.737,42","R$25,00","R$10,00"
2445,10/02/2022,1.0,2.0,5.0,006=,7.0,8.0,10.0,11.0,13.0,15.0,18.0,21.0,22.0,23.0,025,"R$17.786.= 772,50",0.0,,273,11307,146491,684107,"R$= 0,00","R$1.210,68","R$25,00","R$10,00","R$5,00","R$1.103.421,51","R$3.500.000,00","R$48.966.769,51"
2446,11/02/2022,4.0,6.0,8.0,011=,12.0,13.0,15.0,17.0,19.0,20.0,21.0,22.0,23.0,24.0,025,"R$30.871.= 492,50",2.0,CANAL ELETRONICO-- MARINGAPR,CANAL ELETRONICO,--,MARINGA,PR,477,15764,207068,1051686,"R= $1.779.840,05","R$1.542,44","R$25,00","R$10,00"
2447,12/02/2022,2.0,3.0,4.0,005=,8.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,22.0,023,"R$17.051.= 295,00",1.0,SAO JOAO D'ALIANCAGO,SAO JOAO D'ALIANCA,GO,159,6516,90222,551076,"R$1.= 549.916,59","R$2.043,91","R$25,00","R$10,00","R$5,0= 0","R$0,00"
2448,14/02/2022,2.0,3.0,4.0,005=,6.0,8.0,9.0,11.0,12.0,14.0,16.0,19.0,20.0,22.0,024,"R$19.251.= 140,00",2.0,SAO JOSE DOS CAMPOSSP SAO PAULOSP,SAO JOSE DOS CAMPOS,SP,SAO PAULO,SP,528,16802,140615,673039,"R$= 684.412,40","R$776,54","R$25,00","R$10,00"
2449,15/02/2022,1.0,2.0,4.0,008=,9.0,11.0,13.0,14.0,15.0,16.0,17.0,18.0,20.0,21.0,022,"R$17.145.= 062,50",0.0,,192,7597,95796,534333,"R$0,= 00","R$1.712,34","R$25,00","R$10,00","R$5,00","R$6.200.000,00","R$50.646.520,43",
2450,16/02/2022,1.0,2.0,3.0,004=,5.0,7.0,8.0,11.0,13.0,14.0,15.0,18.0,23.0,24.0,025,"R$38.863.= 842,50",1.0,UMUARAMAPR,UMUARAMA,PR,620,22043,274339,1416193,"R= $7.092.053,86","R$1.357,04","R$25,00","R$10,00","R$= 5,00","R$0,00"
2451,17/02/2022,3.0,4.0,5.0,007=,9.0,10.0,11.0,15.0,18.0,19.0,20.0,22.0,23.0,24.0,025,"R$16.442.= 055,00",1.0,DRACENASP,DRACENA,SP,309,10937,132916,666548,"R$= 951.460,74","R$922,32","R$25,00","R$10,00","R$5,00<= /td>","R$0,00"
2452,18/02/2022,1.0,6.0,7.0,008=,9.0,11.0,15.0,17.0,18.0,20.0,21.0,22.0,23.0,24.0,025,"R$19.081.= 130,00",0.0,,174,6760,102814,610347,"R$0= ,00","R$2.103,88","R$25,00","R$10,00","R$5,00","R$4.000.000,00","R$51.978.670,83",
2453,19/02/2022,4.0,5.0,7.0,008=,10.0,12.0,13.0,16.0,17.0,19.0,21.0,22.0,23.0,24.0,025,"R$24.200.= 470,00",1.0,CANAL ELETRONICO--,CANAL ELETRONICO,--,349,13111,161390,848310,"R$= 3.615.425,53","R$1.604,57","R$25,00","R$10,00","R$5= ,00","R$0,00"
2454,21/02/2022,1.0,2.0,4.0,006=,8.0,9.0,10.0,12.0,15.0,16.0,20.0,21.0,23.0,24.0,025,"R$18.179.= 905,00",1.0,OLINDAPE,OLINDA,PE,214,9041,114865,585564,"R$1= .553.066,32","R$1.521,70","R$25,00","R$10,00","R$5,= 00","R$987.089,12"
2455,22/02/2022,1.0,2.0,3.0,008=,10.0,11.0,12.0,13.0,14.0,16.0,19.0,22.0,23.0,24.0,025,"R$16.677.= 882,50",3.0,XIQUE-XIQUEBA TERESINAPI SAO JOSE DOS CAMPOSSP,XIQUE-XIQUE,BA,TERESINA,PI,SAO JOSE DOS CAMPOS,SP,198,9223,105426,573438,"R$4= 45.260,43","R$1.414,56"
2456,23/02/2022,4.0,5.0,6.0,008=,9.0,10.0,12.0,13.0,14.0,17.0,18.0,19.0,21.0,24.0,025,"R$17.750.= 152,50",0.0,,263,9764,117535,629814,"R$0= ,00","R$1.545,25","R$25,00","R$10,00","R$5,00","R$3.800.000,00","R$53.458.139,84",
2457,24/02/2022,1.0,3.0,5.0,008=,10.0,11.0,14.0,15.0,16.0,18.0,20.0,22.0,23.0,24.0,025,"R$24.469.= 865,00",5.0,CASTELOES CURVELOMG MEDIANEIRAPR PALMASTO PARAISO DO TOCANTINSTO,CASTELO,ES,CURVELO,MG,MEDIANEIRA,PR,PALMAS,TO,PARAISO DO TOCANTINS,TO,868,24539
